date,year,quarter,month_number,month_name,year_month,week,day_name,is_weekend
2010-09-13,2010,Q3,9,Sep,2010-09,37,Mon,False
2010-09-14,2010,Q3,9,Sep,2010-09,37,Tue,False
2010-09-15,2010,Q3,9,Sep,2010-09,37,Wed,False
2010-09-16,2010,Q3,9,Sep,2010-09,37,Thu,False
2010-09-17,2010,Q3,9,Sep,2010-09,37,Fri,False
2010-09-18,2010,Q3,9,Sep,2010-09,37,Sat,True
2010-09-19,2010,Q3,9,Sep,2010-09,37,Sun,True
2010-09-20,2010,Q3,9,Sep,2010-09,38,Mon,False
2010-09-21,2010,Q3,9,Sep,2010-09,38,Tue,False
2010-09-22,2010,Q3,9,Sep,2010-09,38,Wed,False
2010-09-23,2010,Q3,9,Sep,2010-09,38,Thu,False
2010-09-24,2010,Q3,9,Sep,2010-09,38,Fri,False
2010-09-25,2010,Q3,9,Sep,2010-09,38,Sat,True
2010-09-26,2010,Q3,9,Sep,2010-09,38,Sun,True
2010-09-27,2010,Q3,9,Sep,2010-09,39,Mon,False
2010-09-28,2010,Q3,9,Sep,2010-09,39,Tue,False
2010-09-29,2010,Q3,9,Sep,2010-09,39,Wed,False
2010-09-30,2010,Q3,9,Sep,2010-09,39,Thu,False
2010-10-01,2010,Q4,10,Oct,2010-10,39,Fri,False
2010-10-02,2010,Q4,10,Oct,2010-10,39,Sat,True
2010-10-03,2010,Q4,10,Oct,2010-10,39,Sun,True
2010-10-04,2010,Q4,10,Oct,2010-10,40,Mon,False
2010-10-05,2010,Q4,10,Oct,2010-10,40,Tue,False
2010-10-06,2010,Q4,10,Oct,2010-10,40,Wed,False
2010-10-07,2010,Q4,10,Oct,2010-10,40,Thu,False
2010-10-08,2010,Q4,10,Oct,2010-10,40,Fri,False
2010-10-09,2010,Q4,10,Oct,2010-10,40,Sat,True
2010-10-10,2010,Q4,10,Oct,2010-10,40,Sun,True
2010-10-11,2010,Q4,10,Oct,2010-10,41,Mon,False
2010-10-12,2010,Q4,10,Oct,2010-10,41,Tue,False
2010-10-13,2010,Q4,10,Oct,2010-10,41,Wed,False
2010-10-14,2010,Q4,10,Oct,2010-10,41,Thu,False
2010-10-15,2010,Q4,10,Oct,2010-10,41,Fri,False
2010-10-16,2010,Q4,10,Oct,2010-10,41,Sat,True
2010-10-17,2010,Q4,10,Oct,2010-10,41,Sun,True
2010-10-18,2010,Q4,10,Oct,2010-10,42,Mon,False
2010-10-19,2010,Q4,10,Oct,2010-10,42,Tue,False
2010-10-20,2010,Q4,10,Oct,2010-10,42,Wed,False
2010-10-21,2010,Q4,10,Oct,2010-10,42,Thu,False
2010-10-22,2010,Q4,10,Oct,2010-10,42,Fri,False
2010-10-23,2010,Q4,10,Oct,2010-10,42,Sat,True
2010-10-24,2010,Q4,10,Oct,2010-10,42,Sun,True
2010-10-25,2010,Q4,10,Oct,2010-10,43,Mon,False
2010-10-26,2010,Q4,10,Oct,2010-10,43,Tue,False
2010-10-27,2010,Q4,10,Oct,2010-10,43,Wed,False
2010-10-28,2010,Q4,10,Oct,2010-10,43,Thu,False
2010-10-29,2010,Q4,10,Oct,2010-10,43,Fri,False
2010-10-30,2010,Q4,10,Oct,2010-10,43,Sat,True
2010-10-31,2010,Q4,10,Oct,2010-10,43,Sun,True
2010-11-01,2010,Q4,11,Nov,2010-11,44,Mon,False
2010-11-02,2010,Q4,11,Nov,2010-11,44,Tue,False
2010-11-03,2010,Q4,11,Nov,2010-11,44,Wed,False
2010-11-04,2010,Q4,11,Nov,2010-11,44,Thu,False
2010-11-05,2010,Q4,11,Nov,2010-11,44,Fri,False
2010-11-06,2010,Q4,11,Nov,2010-11,44,Sat,True
2010-11-07,2010,Q4,11,Nov,2010-11,44,Sun,True
2010-11-08,2010,Q4,11,Nov,2010-11,45,Mon,False
2010-11-09,2010,Q4,11,Nov,2010-11,45,Tue,False
2010-11-10,2010,Q4,11,Nov,2010-11,45,Wed,False
2010-11-11,2010,Q4,11,Nov,2010-11,45,Thu,False
2010-11-12,2010,Q4,11,Nov,2010-11,45,Fri,False
2010-11-13,2010,Q4,11,Nov,2010-11,45,Sat,True
2010-11-14,2010,Q4,11,Nov,2010-11,45,Sun,True
2010-11-15,2010,Q4,11,Nov,2010-11,46,Mon,False
2010-11-16,2010,Q4,11,Nov,2010-11,46,Tue,False
2010-11-17,2010,Q4,11,Nov,2010-11,46,Wed,False
2010-11-18,2010,Q4,11,Nov,2010-11,46,Thu,False
2010-11-19,2010,Q4,11,Nov,2010-11,46,Fri,False
2010-11-20,2010,Q4,11,Nov,2010-11,46,Sat,True
2010-11-21,2010,Q4,11,Nov,2010-11,46,Sun,True
2010-11-22,2010,Q4,11,Nov,2010-11,47,Mon,False
2010-11-23,2010,Q4,11,Nov,2010-11,47,Tue,False
2010-11-24,2010,Q4,11,Nov,2010-11,47,Wed,False
2010-11-25,2010,Q4,11,Nov,2010-11,47,Thu,False
2010-11-26,2010,Q4,11,Nov,2010-11,47,Fri,False
2010-11-27,2010,Q4,11,Nov,2010-11,47,Sat,True
2010-11-28,2010,Q4,11,Nov,2010-11,47,Sun,True
2010-11-29,2010,Q4,11,Nov,2010-11,48,Mon,False
2010-11-30,2010,Q4,11,Nov,2010-11,48,Tue,False
2010-12-01,2010,Q4,12,Dec,2010-12,48,Wed,False
2010-12-02,2010,Q4,12,Dec,2010-12,48,Thu,False
2010-12-03,2010,Q4,12,Dec,2010-12,48,Fri,False
2010-12-04,2010,Q4,12,Dec,2010-12,48,Sat,True
2010-12-05,2010,Q4,12,Dec,2010-12,48,Sun,True
2010-12-06,2010,Q4,12,Dec,2010-12,49,Mon,False
2010-12-07,2010,Q4,12,Dec,2010-12,49,Tue,False
2010-12-08,2010,Q4,12,Dec,2010-12,49,Wed,False
2010-12-09,2010,Q4,12,Dec,2010-12,49,Thu,False
2010-12-10,2010,Q4,12,Dec,2010-12,49,Fri,False
2010-12-11,2010,Q4,12,Dec,2010-12,49,Sat,True
2010-12-12,2010,Q4,12,Dec,2010-12,49,Sun,True
2010-12-13,2010,Q4,12,Dec,2010-12,50,Mon,False
2010-12-14,2010,Q4,12,Dec,2010-12,50,Tue,False
2010-12-15,2010,Q4,12,Dec,2010-12,50,Wed,False
2010-12-16,2010,Q4,12,Dec,2010-12,50,Thu,False
2010-12-17,2010,Q4,12,Dec,2010-12,50,Fri,False
2010-12-18,2010,Q4,12,Dec,2010-12,50,Sat,True
2010-12-19,2010,Q4,12,Dec,2010-12,50,Sun,True
2010-12-20,2010,Q4,12,Dec,2010-12,51,Mon,False
2010-12-21,2010,Q4,12,Dec,2010-12,51,Tue,False
2010-12-22,2010,Q4,12,Dec,2010-12,51,Wed,False
2010-12-23,2010,Q4,12,Dec,2010-12,51,Thu,False
2010-12-24,2010,Q4,12,Dec,2010-12,51,Fri,False
2010-12-25,2010,Q4,12,Dec,2010-12,51,Sat,True
2010-12-26,2010,Q4,12,Dec,2010-12,51,Sun,True
2010-12-27,2010,Q4,12,Dec,2010-12,52,Mon,False
2010-12-28,2010,Q4,12,Dec,2010-12,52,Tue,False
2010-12-29,2010,Q4,12,Dec,2010-12,52,Wed,False
2010-12-30,2010,Q4,12,Dec,2010-12,52,Thu,False
2010-12-31,2010,Q4,12,Dec,2010-12,52,Fri,False
2011-01-01,2011,Q1,1,Jan,2011-01,52,Sat,True
2011-01-02,2011,Q1,1,Jan,2011-01,52,Sun,True
2011-01-03,2011,Q1,1,Jan,2011-01,1,Mon,False
2011-01-04,2011,Q1,1,Jan,2011-01,1,Tue,False
2011-01-05,2011,Q1,1,Jan,2011-01,1,Wed,False
2011-01-06,2011,Q1,1,Jan,2011-01,1,Thu,False
2011-01-07,2011,Q1,1,Jan,2011-01,1,Fri,False
2011-01-08,2011,Q1,1,Jan,2011-01,1,Sat,True
2011-01-09,2011,Q1,1,Jan,2011-01,1,Sun,True
2011-01-10,2011,Q1,1,Jan,2011-01,2,Mon,False
2011-01-11,2011,Q1,1,Jan,2011-01,2,Tue,False
2011-01-12,2011,Q1,1,Jan,2011-01,2,Wed,False
2011-01-13,2011,Q1,1,Jan,2011-01,2,Thu,False
2011-01-14,2011,Q1,1,Jan,2011-01,2,Fri,False
2011-01-15,2011,Q1,1,Jan,2011-01,2,Sat,True
2011-01-16,2011,Q1,1,Jan,2011-01,2,Sun,True
2011-01-17,2011,Q1,1,Jan,2011-01,3,Mon,False
2011-01-18,2011,Q1,1,Jan,2011-01,3,Tue,False
2011-01-19,2011,Q1,1,Jan,2011-01,3,Wed,False
2011-01-20,2011,Q1,1,Jan,2011-01,3,Thu,False
2011-01-21,2011,Q1,1,Jan,2011-01,3,Fri,False
2011-01-22,2011,Q1,1,Jan,2011-01,3,Sat,True
2011-01-23,2011,Q1,1,Jan,2011-01,3,Sun,True
2011-01-24,2011,Q1,1,Jan,2011-01,4,Mon,False
2011-01-25,2011,Q1,1,Jan,2011-01,4,Tue,False
2011-01-26,2011,Q1,1,Jan,2011-01,4,Wed,False
2011-01-27,2011,Q1,1,Jan,2011-01,4,Thu,False
2011-01-28,2011,Q1,1,Jan,2011-01,4,Fri,False
2011-01-29,2011,Q1,1,Jan,2011-01,4,Sat,True
2011-01-30,2011,Q1,1,Jan,2011-01,4,Sun,True
2011-01-31,2011,Q1,1,Jan,2011-01,5,Mon,False
2011-02-01,2011,Q1,2,Feb,2011-02,5,Tue,False
2011-02-02,2011,Q1,2,Feb,2011-02,5,Wed,False
2011-02-03,2011,Q1,2,Feb,2011-02,5,Thu,False
2011-02-04,2011,Q1,2,Feb,2011-02,5,Fri,False
2011-02-05,2011,Q1,2,Feb,2011-02,5,Sat,True
2011-02-06,2011,Q1,2,Feb,2011-02,5,Sun,True
2011-02-07,2011,Q1,2,Feb,2011-02,6,Mon,False
2011-02-08,2011,Q1,2,Feb,2011-02,6,Tue,False
2011-02-09,2011,Q1,2,Feb,2011-02,6,Wed,False
2011-02-10,2011,Q1,2,Feb,2011-02,6,Thu,False
2011-02-11,2011,Q1,2,Feb,2011-02,6,Fri,False
2011-02-12,2011,Q1,2,Feb,2011-02,6,Sat,True
2011-02-13,2011,Q1,2,Feb,2011-02,6,Sun,True
2011-02-14,2011,Q1,2,Feb,2011-02,7,Mon,False
2011-02-15,2011,Q1,2,Feb,2011-02,7,Tue,False
2011-02-16,2011,Q1,2,Feb,2011-02,7,Wed,False
2011-02-17,2011,Q1,2,Feb,2011-02,7,Thu,False
2011-02-18,2011,Q1,2,Feb,2011-02,7,Fri,False
2011-02-19,2011,Q1,2,Feb,2011-02,7,Sat,True
2011-02-20,2011,Q1,2,Feb,2011-02,7,Sun,True
2011-02-21,2011,Q1,2,Feb,2011-02,8,Mon,False
2011-02-22,2011,Q1,2,Feb,2011-02,8,Tue,False
2011-02-23,2011,Q1,2,Feb,2011-02,8,Wed,False
2011-02-24,2011,Q1,2,Feb,2011-02,8,Thu,False
2011-02-25,2011,Q1,2,Feb,2011-02,8,Fri,False
2011-02-26,2011,Q1,2,Feb,2011-02,8,Sat,True
2011-02-27,2011,Q1,2,Feb,2011-02,8,Sun,True
2011-02-28,2011,Q1,2,Feb,2011-02,9,Mon,False
2011-03-01,2011,Q1,3,Mar,2011-03,9,Tue,False
2011-03-02,2011,Q1,3,Mar,2011-03,9,Wed,False
2011-03-03,2011,Q1,3,Mar,2011-03,9,Thu,False
2011-03-04,2011,Q1,3,Mar,2011-03,9,Fri,False
2011-03-05,2011,Q1,3,Mar,2011-03,9,Sat,True
2011-03-06,2011,Q1,3,Mar,2011-03,9,Sun,True
2011-03-07,2011,Q1,3,Mar,2011-03,10,Mon,False
2011-03-08,2011,Q1,3,Mar,2011-03,10,Tue,False
2011-03-09,2011,Q1,3,Mar,2011-03,10,Wed,False
2011-03-10,2011,Q1,3,Mar,2011-03,10,Thu,False
2011-03-11,2011,Q1,3,Mar,2011-03,10,Fri,False
2011-03-12,2011,Q1,3,Mar,2011-03,10,Sat,True
2011-03-13,2011,Q1,3,Mar,2011-03,10,Sun,True
2011-03-14,2011,Q1,3,Mar,2011-03,11,Mon,False
2011-03-15,2011,Q1,3,Mar,2011-03,11,Tue,False
2011-03-16,2011,Q1,3,Mar,2011-03,11,Wed,False
2011-03-17,2011,Q1,3,Mar,2011-03,11,Thu,False
2011-03-18,2011,Q1,3,Mar,2011-03,11,Fri,False
2011-03-19,2011,Q1,3,Mar,2011-03,11,Sat,True
2011-03-20,2011,Q1,3,Mar,2011-03,11,Sun,True
2011-03-21,2011,Q1,3,Mar,2011-03,12,Mon,False
2011-03-22,2011,Q1,3,Mar,2011-03,12,Tue,False
2011-03-23,2011,Q1,3,Mar,2011-03,12,Wed,False
2011-03-24,2011,Q1,3,Mar,2011-03,12,Thu,False
2011-03-25,2011,Q1,3,Mar,2011-03,12,Fri,False
2011-03-26,2011,Q1,3,Mar,2011-03,12,Sat,True
2011-03-27,2011,Q1,3,Mar,2011-03,12,Sun,True
2011-03-28,2011,Q1,3,Mar,2011-03,13,Mon,False
2011-03-29,2011,Q1,3,Mar,2011-03,13,Tue,False
2011-03-30,2011,Q1,3,Mar,2011-03,13,Wed,False
2011-03-31,2011,Q1,3,Mar,2011-03,13,Thu,False
2011-04-01,2011,Q2,4,Apr,2011-04,13,Fri,False
2011-04-02,2011,Q2,4,Apr,2011-04,13,Sat,True
2011-04-03,2011,Q2,4,Apr,2011-04,13,Sun,True
2011-04-04,2011,Q2,4,Apr,2011-04,14,Mon,False
2011-04-05,2011,Q2,4,Apr,2011-04,14,Tue,False
2011-04-06,2011,Q2,4,Apr,2011-04,14,Wed,False
2011-04-07,2011,Q2,4,Apr,2011-04,14,Thu,False
2011-04-08,2011,Q2,4,Apr,2011-04,14,Fri,False
2011-04-09,2011,Q2,4,Apr,2011-04,14,Sat,True
2011-04-10,2011,Q2,4,Apr,2011-04,14,Sun,True
2011-04-11,2011,Q2,4,Apr,2011-04,15,Mon,False
2011-04-12,2011,Q2,4,Apr,2011-04,15,Tue,False
2011-04-13,2011,Q2,4,Apr,2011-04,15,Wed,False
2011-04-14,2011,Q2,4,Apr,2011-04,15,Thu,False
2011-04-15,2011,Q2,4,Apr,2011-04,15,Fri,False
2011-04-16,2011,Q2,4,Apr,2011-04,15,Sat,True
2011-04-17,2011,Q2,4,Apr,2011-04,15,Sun,True
2011-04-18,2011,Q2,4,Apr,2011-04,16,Mon,False
2011-04-19,2011,Q2,4,Apr,2011-04,16,Tue,False
2011-04-20,2011,Q2,4,Apr,2011-04,16,Wed,False
2011-04-21,2011,Q2,4,Apr,2011-04,16,Thu,False
2011-04-22,2011,Q2,4,Apr,2011-04,16,Fri,False
2011-04-23,2011,Q2,4,Apr,2011-04,16,Sat,True
2011-04-24,2011,Q2,4,Apr,2011-04,16,Sun,True
2011-04-25,2011,Q2,4,Apr,2011-04,17,Mon,False
2011-04-26,2011,Q2,4,Apr,2011-04,17,Tue,False
2011-04-27,2011,Q2,4,Apr,2011-04,17,Wed,False
2011-04-28,2011,Q2,4,Apr,2011-04,17,Thu,False
2011-04-29,2011,Q2,4,Apr,2011-04,17,Fri,False
2011-04-30,2011,Q2,4,Apr,2011-04,17,Sat,True
2011-05-01,2011,Q2,5,May,2011-05,17,Sun,True
2011-05-02,2011,Q2,5,May,2011-05,18,Mon,False
2011-05-03,2011,Q2,5,May,2011-05,18,Tue,False
2011-05-04,2011,Q2,5,May,2011-05,18,Wed,False
2011-05-05,2011,Q2,5,May,2011-05,18,Thu,False
2011-05-06,2011,Q2,5,May,2011-05,18,Fri,False
2011-05-07,2011,Q2,5,May,2011-05,18,Sat,True
2011-05-08,2011,Q2,5,May,2011-05,18,Sun,True
2011-05-09,2011,Q2,5,May,2011-05,19,Mon,False
2011-05-10,2011,Q2,5,May,2011-05,19,Tue,False
2011-05-11,2011,Q2,5,May,2011-05,19,Wed,False
2011-05-12,2011,Q2,5,May,2011-05,19,Thu,False
2011-05-13,2011,Q2,5,May,2011-05,19,Fri,False
2011-05-14,2011,Q2,5,May,2011-05,19,Sat,True
2011-05-15,2011,Q2,5,May,2011-05,19,Sun,True
2011-05-16,2011,Q2,5,May,2011-05,20,Mon,False
2011-05-17,2011,Q2,5,May,2011-05,20,Tue,False
2011-05-18,2011,Q2,5,May,2011-05,20,Wed,False
2011-05-19,2011,Q2,5,May,2011-05,20,Thu,False
2011-05-20,2011,Q2,5,May,2011-05,20,Fri,False
2011-05-21,2011,Q2,5,May,2011-05,20,Sat,True
2011-05-22,2011,Q2,5,May,2011-05,20,Sun,True
2011-05-23,2011,Q2,5,May,2011-05,21,Mon,False
2011-05-24,2011,Q2,5,May,2011-05,21,Tue,False
2011-05-25,2011,Q2,5,May,2011-05,21,Wed,False
2011-05-26,2011,Q2,5,May,2011-05,21,Thu,False
2011-05-27,2011,Q2,5,May,2011-05,21,Fri,False
2011-05-28,2011,Q2,5,May,2011-05,21,Sat,True
2011-05-29,2011,Q2,5,May,2011-05,21,Sun,True
2011-05-30,2011,Q2,5,May,2011-05,22,Mon,False
2011-05-31,2011,Q2,5,May,2011-05,22,Tue,False
2011-06-01,2011,Q2,6,Jun,2011-06,22,Wed,False
2011-06-02,2011,Q2,6,Jun,2011-06,22,Thu,False
2011-06-03,2011,Q2,6,Jun,2011-06,22,Fri,False
2011-06-04,2011,Q2,6,Jun,2011-06,22,Sat,True
2011-06-05,2011,Q2,6,Jun,2011-06,22,Sun,True
2011-06-06,2011,Q2,6,Jun,2011-06,23,Mon,False
2011-06-07,2011,Q2,6,Jun,2011-06,23,Tue,False
2011-06-08,2011,Q2,6,Jun,2011-06,23,Wed,False
2011-06-09,2011,Q2,6,Jun,2011-06,23,Thu,False
2011-06-10,2011,Q2,6,Jun,2011-06,23,Fri,False
2011-06-11,2011,Q2,6,Jun,2011-06,23,Sat,True
2011-06-12,2011,Q2,6,Jun,2011-06,23,Sun,True
2011-06-13,2011,Q2,6,Jun,2011-06,24,Mon,False
2011-06-14,2011,Q2,6,Jun,2011-06,24,Tue,False
2011-06-15,2011,Q2,6,Jun,2011-06,24,Wed,False
2011-06-16,2011,Q2,6,Jun,2011-06,24,Thu,False
2011-06-17,2011,Q2,6,Jun,2011-06,24,Fri,False
2011-06-18,2011,Q2,6,Jun,2011-06,24,Sat,True
2011-06-19,2011,Q2,6,Jun,2011-06,24,Sun,True
2011-06-20,2011,Q2,6,Jun,2011-06,25,Mon,False
2011-06-21,2011,Q2,6,Jun,2011-06,25,Tue,False
2011-06-22,2011,Q2,6,Jun,2011-06,25,Wed,False
2011-06-23,2011,Q2,6,Jun,2011-06,25,Thu,False
2011-06-24,2011,Q2,6,Jun,2011-06,25,Fri,False
2011-06-25,2011,Q2,6,Jun,2011-06,25,Sat,True
2011-06-26,2011,Q2,6,Jun,2011-06,25,Sun,True
