date,year,quarter,month_number,month_name,year_month,week,day_name,is_weekend
2011-06-27,2011,Q2,6,Jun,2011-06,26,Mon,False
2011-06-28,2011,Q2,6,Jun,2011-06,26,Tue,False
2011-06-29,2011,Q2,6,Jun,2011-06,26,Wed,False
2011-06-30,2011,Q2,6,Jun,2011-06,26,Thu,False
2011-07-01,2011,Q3,7,Jul,2011-07,26,Fri,False
2011-07-02,2011,Q3,7,Jul,2011-07,26,Sat,True
2011-07-03,2011,Q3,7,Jul,2011-07,26,Sun,True
2011-07-04,2011,Q3,7,Jul,2011-07,27,Mon,False
2011-07-05,2011,Q3,7,Jul,2011-07,27,Tue,False
2011-07-06,2011,Q3,7,Jul,2011-07,27,Wed,False
2011-07-07,2011,Q3,7,Jul,2011-07,27,Thu,False
2011-07-08,2011,Q3,7,Jul,2011-07,27,Fri,False
2011-07-09,2011,Q3,7,Jul,2011-07,27,Sat,True
2011-07-10,2011,Q3,7,Jul,2011-07,27,Sun,True
2011-07-11,2011,Q3,7,Jul,2011-07,28,Mon,False
2011-07-12,2011,Q3,7,Jul,2011-07,28,Tue,False
2011-07-13,2011,Q3,7,Jul,2011-07,28,Wed,False
2011-07-14,2011,Q3,7,Jul,2011-07,28,Thu,False
2011-07-15,2011,Q3,7,Jul,2011-07,28,Fri,False
2011-07-16,2011,Q3,7,Jul,2011-07,28,Sat,True
2011-07-17,2011,Q3,7,Jul,2011-07,28,Sun,True
2011-07-18,2011,Q3,7,Jul,2011-07,29,Mon,False
2011-07-19,2011,Q3,7,Jul,2011-07,29,Tue,False
2011-07-20,2011,Q3,7,Jul,2011-07,29,Wed,False
2011-07-21,2011,Q3,7,Jul,2011-07,29,Thu,False
2011-07-22,2011,Q3,7,Jul,2011-07,29,Fri,False
2011-07-23,2011,Q3,7,Jul,2011-07,29,Sat,True
2011-07-24,2011,Q3,7,Jul,2011-07,29,Sun,True
2011-07-25,2011,Q3,7,Jul,2011-07,30,Mon,False
2011-07-26,2011,Q3,7,Jul,2011-07,30,Tue,False
2011-07-27,2011,Q3,7,Jul,2011-07,30,Wed,False
2011-07-28,2011,Q3,7,Jul,2011-07,30,Thu,False
2011-07-29,2011,Q3,7,Jul,2011-07,30,Fri,False
2011-07-30,2011,Q3,7,Jul,2011-07,30,Sat,True
2011-07-31,2011,Q3,7,Jul,2011-07,30,Sun,True
2011-08-01,2011,Q3,8,Aug,2011-08,31,Mon,False
2011-08-02,2011,Q3,8,Aug,2011-08,31,Tue,False
2011-08-03,2011,Q3,8,Aug,2011-08,31,Wed,False
2011-08-04,2011,Q3,8,Aug,2011-08,31,Thu,False
2011-08-05,2011,Q3,8,Aug,2011-08,31,Fri,False
2011-08-06,2011,Q3,8,Aug,2011-08,31,Sat,True
2011-08-07,2011,Q3,8,Aug,2011-08,31,Sun,True
2011-08-08,2011,Q3,8,Aug,2011-08,32,Mon,False
2011-08-09,2011,Q3,8,Aug,2011-08,32,Tue,False
2011-08-10,2011,Q3,8,Aug,2011-08,32,Wed,False
2011-08-11,2011,Q3,8,Aug,2011-08,32,Thu,False
2011-08-12,2011,Q3,8,Aug,2011-08,32,Fri,False
2011-08-13,2011,Q3,8,Aug,2011-08,32,Sat,True
2011-08-14,2011,Q3,8,Aug,2011-08,32,Sun,True
2011-08-15,2011,Q3,8,Aug,2011-08,33,Mon,False
2011-08-16,2011,Q3,8,Aug,2011-08,33,Tue,False
2011-08-17,2011,Q3,8,Aug,2011-08,33,Wed,False
2011-08-18,2011,Q3,8,Aug,2011-08,33,Thu,False
2011-08-19,2011,Q3,8,Aug,2011-08,33,Fri,False
2011-08-20,2011,Q3,8,Aug,2011-08,33,Sat,True
2011-08-21,2011,Q3,8,Aug,2011-08,33,Sun,True
2011-08-22,2011,Q3,8,Aug,2011-08,34,Mon,False
2011-08-23,2011,Q3,8,Aug,2011-08,34,Tue,False
2011-08-24,2011,Q3,8,Aug,2011-08,34,Wed,False
2011-08-25,2011,Q3,8,Aug,2011-08,34,Thu,False
2011-08-26,2011,Q3,8,Aug,2011-08,34,Fri,False
2011-08-27,2011,Q3,8,Aug,2011-08,34,Sat,True
2011-08-28,2011,Q3,8,Aug,2011-08,34,Sun,True
2011-08-29,2011,Q3,8,Aug,2011-08,35,Mon,False
2011-08-30,2011,Q3,8,Aug,2011-08,35,Tue,False
2011-08-31,2011,Q3,8,Aug,2011-08,35,Wed,False
2011-09-01,2011,Q3,9,Sep,2011-09,35,Thu,False
2011-09-02,2011,Q3,9,Sep,2011-09,35,Fri,False
2011-09-03,2011,Q3,9,Sep,2011-09,35,Sat,True
2011-09-04,2011,Q3,9,Sep,2011-09,35,Sun,True
2011-09-05,2011,Q3,9,Sep,2011-09,36,Mon,False
2011-09-06,2011,Q3,9,Sep,2011-09,36,Tue,False
2011-09-07,2011,Q3,9,Sep,2011-09,36,Wed,False
2011-09-08,2011,Q3,9,Sep,2011-09,36,Thu,False
2011-09-09,2011,Q3,9,Sep,2011-09,36,Fri,False
2011-09-10,2011,Q3,9,Sep,2011-09,36,Sat,True
2011-09-11,2011,Q3,9,Sep,2011-09,36,Sun,True
2011-09-12,2011,Q3,9,Sep,2011-09,37,Mon,False
2011-09-13,2011,Q3,9,Sep,2011-09,37,Tue,False
2011-09-14,2011,Q3,9,Sep,2011-09,37,Wed,False
2011-09-15,2011,Q3,9,Sep,2011-09,37,Thu,False
2011-09-16,2011,Q3,9,Sep,2011-09,37,Fri,False
2011-09-17,2011,Q3,9,Sep,2011-09,37,Sat,True
2011-09-18,2011,Q3,9,Sep,2011-09,37,Sun,True
2011-09-19,2011,Q3,9,Sep,2011-09,38,Mon,False
2011-09-20,2011,Q3,9,Sep,2011-09,38,Tue,False
2011-09-21,2011,Q3,9,Sep,2011-09,38,Wed,False
2011-09-22,2011,Q3,9,Sep,2011-09,38,Thu,False
2011-09-23,2011,Q3,9,Sep,2011-09,38,Fri,False
2011-09-24,2011,Q3,9,Sep,2011-09,38,Sat,True
2011-09-25,2011,Q3,9,Sep,2011-09,38,Sun,True
2011-09-26,2011,Q3,9,Sep,2011-09,39,Mon,False
2011-09-27,2011,Q3,9,Sep,2011-09,39,Tue,False
2011-09-28,2011,Q3,9,Sep,2011-09,39,Wed,False
2011-09-29,2011,Q3,9,Sep,2011-09,39,Thu,False
2011-09-30,2011,Q3,9,Sep,2011-09,39,Fri,False
2011-10-01,2011,Q4,10,Oct,2011-10,39,Sat,True
2011-10-02,2011,Q4,10,Oct,2011-10,39,Sun,True
2011-10-03,2011,Q4,10,Oct,2011-10,40,Mon,False
2011-10-04,2011,Q4,10,Oct,2011-10,40,Tue,False
2011-10-05,2011,Q4,10,Oct,2011-10,40,Wed,False
2011-10-06,2011,Q4,10,Oct,2011-10,40,Thu,False
2011-10-07,2011,Q4,10,Oct,2011-10,40,Fri,False
2011-10-08,2011,Q4,10,Oct,2011-10,40,Sat,True
2011-10-09,2011,Q4,10,Oct,2011-10,40,Sun,True
2011-10-10,2011,Q4,10,Oct,2011-10,41,Mon,False
2011-10-11,2011,Q4,10,Oct,2011-10,41,Tue,False
2011-10-12,2011,Q4,10,Oct,2011-10,41,Wed,False
2011-10-13,2011,Q4,10,Oct,2011-10,41,Thu,False
2011-10-14,2011,Q4,10,Oct,2011-10,41,Fri,False
2011-10-15,2011,Q4,10,Oct,2011-10,41,Sat,True
2011-10-16,2011,Q4,10,Oct,2011-10,41,Sun,True
2011-10-17,2011,Q4,10,Oct,2011-10,42,Mon,False
2011-10-18,2011,Q4,10,Oct,2011-10,42,Tue,False
2011-10-19,2011,Q4,10,Oct,2011-10,42,Wed,False
2011-10-20,2011,Q4,10,Oct,2011-10,42,Thu,False
2011-10-21,2011,Q4,10,Oct,2011-10,42,Fri,False
2011-10-22,2011,Q4,10,Oct,2011-10,42,Sat,True
2011-10-23,2011,Q4,10,Oct,2011-10,42,Sun,True
2011-10-24,2011,Q4,10,Oct,2011-10,43,Mon,False
2011-10-25,2011,Q4,10,Oct,2011-10,43,Tue,False
2011-10-26,2011,Q4,10,Oct,2011-10,43,Wed,False
2011-10-27,2011,Q4,10,Oct,2011-10,43,Thu,False
2011-10-28,2011,Q4,10,Oct,2011-10,43,Fri,False
2011-10-29,2011,Q4,10,Oct,2011-10,43,Sat,True
2011-10-30,2011,Q4,10,Oct,2011-10,43,Sun,True
2011-10-31,2011,Q4,10,Oct,2011-10,44,Mon,False
2011-11-01,2011,Q4,11,Nov,2011-11,44,Tue,False
2011-11-02,2011,Q4,11,Nov,2011-11,44,Wed,False
2011-11-03,2011,Q4,11,Nov,2011-11,44,Thu,False
2011-11-04,2011,Q4,11,Nov,2011-11,44,Fri,False
2011-11-05,2011,Q4,11,Nov,2011-11,44,Sat,True
2011-11-06,2011,Q4,11,Nov,2011-11,44,Sun,True
2011-11-07,2011,Q4,11,Nov,2011-11,45,Mon,False
2011-11-08,2011,Q4,11,Nov,2011-11,45,Tue,False
2011-11-09,2011,Q4,11,Nov,2011-11,45,Wed,False
2011-11-10,2011,Q4,11,Nov,2011-11,45,Thu,False
2011-11-11,2011,Q4,11,Nov,2011-11,45,Fri,False
2011-11-12,2011,Q4,11,Nov,2011-11,45,Sat,True
2011-11-13,2011,Q4,11,Nov,2011-11,45,Sun,True
2011-11-14,2011,Q4,11,Nov,2011-11,46,Mon,False
2011-11-15,2011,Q4,11,Nov,2011-11,46,Tue,False
2011-11-16,2011,Q4,11,Nov,2011-11,46,Wed,False
2011-11-17,2011,Q4,11,Nov,2011-11,46,Thu,False
2011-11-18,2011,Q4,11,Nov,2011-11,46,Fri,False
2011-11-19,2011,Q4,11,Nov,2011-11,46,Sat,True
2011-11-20,2011,Q4,11,Nov,2011-11,46,Sun,True
2011-11-21,2011,Q4,11,Nov,2011-11,47,Mon,False
2011-11-22,2011,Q4,11,Nov,2011-11,47,Tue,False
2011-11-23,2011,Q4,11,Nov,2011-11,47,Wed,False
2011-11-24,2011,Q4,11,Nov,2011-11,47,Thu,False
2011-11-25,2011,Q4,11,Nov,2011-11,47,Fri,False
2011-11-26,2011,Q4,11,Nov,2011-11,47,Sat,True
2011-11-27,2011,Q4,11,Nov,2011-11,47,Sun,True
2011-11-28,2011,Q4,11,Nov,2011-11,48,Mon,False
2011-11-29,2011,Q4,11,Nov,2011-11,48,Tue,False
2011-11-30,2011,Q4,11,Nov,2011-11,48,Wed,False
2011-12-01,2011,Q4,12,Dec,2011-12,48,Thu,False
2011-12-02,2011,Q4,12,Dec,2011-12,48,Fri,False
2011-12-03,2011,Q4,12,Dec,2011-12,48,Sat,True
2011-12-04,2011,Q4,12,Dec,2011-12,48,Sun,True
2011-12-05,2011,Q4,12,Dec,2011-12,49,Mon,False
2011-12-06,2011,Q4,12,Dec,2011-12,49,Tue,False
2011-12-07,2011,Q4,12,Dec,2011-12,49,Wed,False
2011-12-08,2011,Q4,12,Dec,2011-12,49,Thu,False
2011-12-09,2011,Q4,12,Dec,2011-12,49,Fri,False
2011-12-10,2011,Q4,12,Dec,2011-12,49,Sat,True
2011-12-11,2011,Q4,12,Dec,2011-12,49,Sun,True
2011-12-12,2011,Q4,12,Dec,2011-12,50,Mon,False
2011-12-13,2011,Q4,12,Dec,2011-12,50,Tue,False
2011-12-14,2011,Q4,12,Dec,2011-12,50,Wed,False
2011-12-15,2011,Q4,12,Dec,2011-12,50,Thu,False
2011-12-16,2011,Q4,12,Dec,2011-12,50,Fri,False
2011-12-17,2011,Q4,12,Dec,2011-12,50,Sat,True
2011-12-18,2011,Q4,12,Dec,2011-12,50,Sun,True
2011-12-19,2011,Q4,12,Dec,2011-12,51,Mon,False
2011-12-20,2011,Q4,12,Dec,2011-12,51,Tue,False
2011-12-21,2011,Q4,12,Dec,2011-12,51,Wed,False
2011-12-22,2011,Q4,12,Dec,2011-12,51,Thu,False
2011-12-23,2011,Q4,12,Dec,2011-12,51,Fri,False
2011-12-24,2011,Q4,12,Dec,2011-12,51,Sat,True
2011-12-25,2011,Q4,12,Dec,2011-12,51,Sun,True
2011-12-26,2011,Q4,12,Dec,2011-12,52,Mon,False
2011-12-27,2011,Q4,12,Dec,2011-12,52,Tue,False
2011-12-28,2011,Q4,12,Dec,2011-12,52,Wed,False
2011-12-29,2011,Q4,12,Dec,2011-12,52,Thu,False
2011-12-30,2011,Q4,12,Dec,2011-12,52,Fri,False
2011-12-31,2011,Q4,12,Dec,2011-12,52,Sat,True
2012-01-01,2012,Q1,1,Jan,2012-01,52,Sun,True
2012-01-02,2012,Q1,1,Jan,2012-01,1,Mon,False
2012-01-03,2012,Q1,1,Jan,2012-01,1,Tue,False
2012-01-04,2012,Q1,1,Jan,2012-01,1,Wed,False
2012-01-05,2012,Q1,1,Jan,2012-01,1,Thu,False
2012-01-06,2012,Q1,1,Jan,2012-01,1,Fri,False
2012-01-07,2012,Q1,1,Jan,2012-01,1,Sat,True
2012-01-08,2012,Q1,1,Jan,2012-01,1,Sun,True
2012-01-09,2012,Q1,1,Jan,2012-01,2,Mon,False
2012-01-10,2012,Q1,1,Jan,2012-01,2,Tue,False
2012-01-11,2012,Q1,1,Jan,2012-01,2,Wed,False
2012-01-12,2012,Q1,1,Jan,2012-01,2,Thu,False
2012-01-13,2012,Q1,1,Jan,2012-01,2,Fri,False
2012-01-14,2012,Q1,1,Jan,2012-01,2,Sat,True
2012-01-15,2012,Q1,1,Jan,2012-01,2,Sun,True
2012-01-16,2012,Q1,1,Jan,2012-01,3,Mon,False
2012-01-17,2012,Q1,1,Jan,2012-01,3,Tue,False
2012-01-18,2012,Q1,1,Jan,2012-01,3,Wed,False
2012-01-19,2012,Q1,1,Jan,2012-01,3,Thu,False
2012-01-20,2012,Q1,1,Jan,2012-01,3,Fri,False
2012-01-21,2012,Q1,1,Jan,2012-01,3,Sat,True
2012-01-22,2012,Q1,1,Jan,2012-01,3,Sun,True
2012-01-23,2012,Q1,1,Jan,2012-01,4,Mon,False
2012-01-24,2012,Q1,1,Jan,2012-01,4,Tue,False
2012-01-25,2012,Q1,1,Jan,2012-01,4,Wed,False
2012-01-26,2012,Q1,1,Jan,2012-01,4,Thu,False
2012-01-27,2012,Q1,1,Jan,2012-01,4,Fri,False
2012-01-28,2012,Q1,1,Jan,2012-01,4,Sat,True
2012-01-29,2012,Q1,1,Jan,2012-01,4,Sun,True
2012-01-30,2012,Q1,1,Jan,2012-01,5,Mon,False
2012-01-31,2012,Q1,1,Jan,2012-01,5,Tue,False
2012-02-01,2012,Q1,2,Feb,2012-02,5,Wed,False
2012-02-02,2012,Q1,2,Feb,2012-02,5,Thu,False
2012-02-03,2012,Q1,2,Feb,2012-02,5,Fri,False
2012-02-04,2012,Q1,2,Feb,2012-02,5,Sat,True
2012-02-05,2012,Q1,2,Feb,2012-02,5,Sun,True
2012-02-06,2012,Q1,2,Feb,2012-02,6,Mon,False
2012-02-07,2012,Q1,2,Feb,2012-02,6,Tue,False
2012-02-08,2012,Q1,2,Feb,2012-02,6,Wed,False
2012-02-09,2012,Q1,2,Feb,2012-02,6,Thu,False
2012-02-10,2012,Q1,2,Feb,2012-02,6,Fri,False
2012-02-11,2012,Q1,2,Feb,2012-02,6,Sat,True
2012-02-12,2012,Q1,2,Feb,2012-02,6,Sun,True
2012-02-13,2012,Q1,2,Feb,2012-02,7,Mon,False
2012-02-14,2012,Q1,2,Feb,2012-02,7,Tue,False
2012-02-15,2012,Q1,2,Feb,2012-02,7,Wed,False
2012-02-16,2012,Q1,2,Feb,2012-02,7,Thu,False
2012-02-17,2012,Q1,2,Feb,2012-02,7,Fri,False
2012-02-18,2012,Q1,2,Feb,2012-02,7,Sat,True
2012-02-19,2012,Q1,2,Feb,2012-02,7,Sun,True
2012-02-20,2012,Q1,2,Feb,2012-02,8,Mon,False
2012-02-21,2012,Q1,2,Feb,2012-02,8,Tue,False
2012-02-22,2012,Q1,2,Feb,2012-02,8,Wed,False
2012-02-23,2012,Q1,2,Feb,2012-02,8,Thu,False
2012-02-24,2012,Q1,2,Feb,2012-02,8,Fri,False
2012-02-25,2012,Q1,2,Feb,2012-02,8,Sat,True
2012-02-26,2012,Q1,2,Feb,2012-02,8,Sun,True
2012-02-27,2012,Q1,2,Feb,2012-02,9,Mon,False
2012-02-28,2012,Q1,2,Feb,2012-02,9,Tue,False
2012-02-29,2012,Q1,2,Feb,2012-02,9,Wed,False
2012-03-01,2012,Q1,3,Mar,2012-03,9,Thu,False
2012-03-02,2012,Q1,3,Mar,2012-03,9,Fri,False
2012-03-03,2012,Q1,3,Mar,2012-03,9,Sat,True
2012-03-04,2012,Q1,3,Mar,2012-03,9,Sun,True
2012-03-05,2012,Q1,3,Mar,2012-03,10,Mon,False
2012-03-06,2012,Q1,3,Mar,2012-03,10,Tue,False
2012-03-07,2012,Q1,3,Mar,2012-03,10,Wed,False
2012-03-08,2012,Q1,3,Mar,2012-03,10,Thu,False
2012-03-09,2012,Q1,3,Mar,2012-03,10,Fri,False
2012-03-10,2012,Q1,3,Mar,2012-03,10,Sat,True
2012-03-11,2012,Q1,3,Mar,2012-03,10,Sun,True
2012-03-12,2012,Q1,3,Mar,2012-03,11,Mon,False
2012-03-13,2012,Q1,3,Mar,2012-03,11,Tue,False
2012-03-14,2012,Q1,3,Mar,2012-03,11,Wed,False
2012-03-15,2012,Q1,3,Mar,2012-03,11,Thu,False
2012-03-16,2012,Q1,3,Mar,2012-03,11,Fri,False
2012-03-17,2012,Q1,3,Mar,2012-03,11,Sat,True
2012-03-18,2012,Q1,3,Mar,2012-03,11,Sun,True
2012-03-19,2012,Q1,3,Mar,2012-03,12,Mon,False
2012-03-20,2012,Q1,3,Mar,2012-03,12,Tue,False
2012-03-21,2012,Q1,3,Mar,2012-03,12,Wed,False
2012-03-22,2012,Q1,3,Mar,2012-03,12,Thu,False
2012-03-23,2012,Q1,3,Mar,2012-03,12,Fri,False
2012-03-24,2012,Q1,3,Mar,2012-03,12,Sat,True
2012-03-25,2012,Q1,3,Mar,2012-03,12,Sun,True
2012-03-26,2012,Q1,3,Mar,2012-03,13,Mon,False
2012-03-27,2012,Q1,3,Mar,2012-03,13,Tue,False
2012-03-28,2012,Q1,3,Mar,2012-03,13,Wed,False
2012-03-29,2012,Q1,3,Mar,2012-03,13,Thu,False
2012-03-30,2012,Q1,3,Mar,2012-03,13,Fri,False
2012-03-31,2012,Q1,3,Mar,2012-03,13,Sat,True
2012-04-01,2012,Q2,4,Apr,2012-04,13,Sun,True
2012-04-02,2012,Q2,4,Apr,2012-04,14,Mon,False
2012-04-03,2012,Q2,4,Apr,2012-04,14,Tue,False
2012-04-04,2012,Q2,4,Apr,2012-04,14,Wed,False
2012-04-05,2012,Q2,4,Apr,2012-04,14,Thu,False
2012-04-06,2012,Q2,4,Apr,2012-04,14,Fri,False
2012-04-07,2012,Q2,4,Apr,2012-04,14,Sat,True
2012-04-08,2012,Q2,4,Apr,2012-04,14,Sun,True
2012-04-09,2012,Q2,4,Apr,2012-04,15,Mon,False
